;ID;ocupacao;estadoCivil;educacao;creditoImob;emprestimo
9130;8d33f464-4544-42e1-90ce-36225c43688b;operario;single;fundamental;1;0
9131;ce83ddb8-fd19-4c35-88e3-546204dd3681;administrador;single;graduacao;unknown;unknown
9132;d6574714-2c13-4984-a5a2-1aff088fa5dd;administrador;single;graduacao;1;0
9133;ac8baa36-2dd7-415c-a065-68c5a9fd5125;tecnico;married;primario incompleto;1;1
9134;92f518f4-d02e-4f6a-9750-17323005bc91;gestão de empresa;married;graduacao;0;0
9135;8b2e6ff7-e2f6-4006-923f-82a5062154b3;desempregado;married;profissionalizante;0;1
9136;d618ebd1-250b-4e15-a0fa-174ebba3c5c3;operario;married;desconhecido;1;0
9137;60218f77-d253-414a-8ce7-7e55ce5b29fe;empregada;married;primario incompleto;1;0
9138;979d865d-b306-48c5-97f2-0669bf13cd57;administrador;married;graduacao;1;0
9139;21070715-5ca6-4c01-ab19-cb2d3ac51e06;servicos;married;medio;0;0
9140;01e5f3cc-7f22-4e7f-9c51-d64ffadcc923;operario;married;fundamental;0;0
9141;3399c43e-b9dd-4604-9ed6-6c6b5613d48b;desempregado;divorced;fundamental;0;0
9142;702a9683-b432-448a-906c-d7c4c097e3e8;empreendedor;married;medio;1;0
9143;2b7d5c7d-56da-4f02-93c5-b3bb9b870545;servicos;single;medio;0;1
9144;9ee63cb3-0371-4dfb-8332-6cedab2433c0;operario;married;primario incompleto;1;0
9145;aa1d8c0c-c6a7-4e90-a9fb-d831141dc13d;gestão de empresa;married;graduacao;1;0
9146;f9332ed5-2553-4b5a-99ed-aed5f5490134;servicos;single;medio;1;0
9147;269dd6ba-83b9-48de-9d07-5018e55dc95c;desempregado;single;graduacao;0;0
9148;1a3aa394-4b16-4f82-9e94-4ed50ffad8e9;administrador;single;graduacao;1;0
9149;d471ff73-47e7-4832-83a8-662fd0a236d0;operario;single;fundamental;0;0
9150;e6e90a1a-4264-4758-a8cc-cc1cb408ed7b;empregada;married;primario incompleto;1;0
9151;e40cf24b-0713-4ca1-b57b-e3c2d7ad5166;empreendedor;married;medio;0;1
9152;1ab78073-68e6-40eb-88a3-0392dfc4abc1;gestão de empresa;married;graduacao;1;0
9153;4eef121c-0da7-41f5-8c8e-1a961cea8893;desempregado;married;profissionalizante;0;0
9154;9159771f-de5a-46d6-b31f-339d83e28e97;operario;married;fundamental;1;0
9155;7b7cecd6-52a1-4daa-9493-8393e8821a58;tecnico;divorced;profissionalizante;1;0
9156;5c059195-2fde-4682-a905-300197dc0057;tecnico;married;fundamental;0;0
9157;ec0f31e7-d3e5-4c3e-8350-d278f6ba8082;administrador;single;medio;1;0
9158;200f3bc8-e946-4424-9521-f6e893e161cb;tecnico;single;profissionalizante;0;0
9159;8f9dcaa4-1fb8-46b7-9b0a-c0d7e491bb42;tecnico;divorced;profissionalizante;1;0
9160;da935c59-9b91-467a-97d7-b593ec7c2e2e;operario;married;primario;0;0
9161;6d00d6c1-7957-4895-a543-dac23786a00d;tecnico;single;profissionalizante;1;1
9162;5853f92f-0717-4273-b37b-435ae11fdc2c;Desconhecido;married;desconhecido;0;0
9163;3adb27b3-04bc-448e-b5d2-545cba2ef700;administrador;married;primario;0;0
9164;6d2cb6ef-f2de-4bde-8579-eb38d669d471;administrador;married;graduacao;1;0
9165;48dc250f-ac48-4275-a316-80ea869cbb72;administrador;married;graduacao;0;0
9166;8234205e-5849-47a0-b360-cf83ce41caac;operario;married;primario incompleto;0;0
9167;ce4f0857-6c5c-4b11-abda-7aa1c41986d1;tecnico;single;graduacao;0;1
9168;a71c5fd6-9e61-40da-8b01-d62dbf51d008;empregada;married;primario incompleto;0;0
9169;29388c7a-f51b-4a9e-b540-f03f1d9f4f1d;tecnico;married;graduacao;1;0
9170;e22321eb-a11a-40ed-ae64-85fcdaf4b58e;tecnico;married;profissionalizante;1;0
9171;016668ef-87a4-4566-95f3-3c0826daa3e2;administrador;single;graduacao;1;0
9172;e9719c2e-7145-4900-a324-b72131303d77;tecnico;married;graduacao;unknown;unknown
9173;f9d97228-ba77-4ab8-bf4c-33ae4e3e9a71;gestão de empresa;married;graduacao;1;0
9174;225577ae-1956-40f7-85d1-c2f781b482a5;operario;married;primario incompleto;0;0
9175;602e01ae-566f-4876-b596-8c80223b7d4b;empreendedor;divorced;medio;0;0
9176;5f97ede7-470e-4489-b6ac-1ec0699e3543;operario;single;profissionalizante;1;0
9177;2d38b4c4-5a6c-4378-bc91-c63ff196671f;servicos;married;graduacao;0;0
9178;1e6372c6-b141-4be5-bb9d-4a27cc58ac45;administrador;married;graduacao;0;0
9179;69fe6c8d-1852-4e39-aa14-82318099d8f3;operario;married;fundamental;1;0
9180;7cdcb3b2-d089-4291-b056-c6d655de4607;Autonomo;married;profissionalizante;0;0
9181;739cb39d-07b4-49d7-a59a-d35e56433c4b;Autonomo;divorced;medio;0;0
9182;96904f9a-b3e6-4880-baf3-c2a07b30b293;gestão de empresa;married;medio;1;0
9183;cdc80c57-ae75-4e52-8850-e537cc5bf8dd;servicos;single;graduacao;unknown;unknown
9184;e2b0a0e9-7997-468b-ac8e-c45cd8df978c;desempregado;divorced;fundamental;0;0
9185;0350a652-29cf-4bdc-a9d0-2c6a1e68cb64;servicos;married;medio;0;0
9186;cfe05515-5f2e-4674-a30d-f08429f748f3;administrador;married;primario;1;0
9187;69da0348-4890-4601-b378-bf6b8d21cfe2;operario;married;profissionalizante;1;0
9188;b9281988-9282-4561-8fdc-e44557007769;administrador;married;medio;0;1
9189;e01bba3b-ad11-4e15-bbc1-4e35836f4761;operario;married;fundamental;1;0
9190;521e1abd-d70f-470d-bc15-de165e8795ea;Autonomo;married;primario incompleto;1;1
9191;faca9de8-8c46-4b65-b9b0-6ce6b971513c;tecnico;single;graduacao;1;0
9192;95694963-1463-4aec-86a3-265bbbe2f87c;empregada;married;desconhecido;0;0
9193;0c17a56a-f609-4a42-b25b-751eb940a39c;administrador;married;graduacao;1;0
9194;52fb9d0a-c5c6-4596-bff5-e3358cdac51d;gestão de empresa;single;graduacao;0;1
9195;a658ade8-c2d7-4287-a8f9-ca91e687d87b;empregada;divorced;fundamental;0;0
9196;098d5047-d16b-4f3e-a4f2-f072d047b23d;Desconhecido;single;fundamental;1;0
9197;6f228c85-20d7-41e8-8463-2789609c73f1;operario;married;fundamental;1;0
9198;889ed35f-915a-458f-a3d9-5be862f475ea;servicos;divorced;medio;1;0
9199;32555042-2f2b-4f18-ad6a-00a88b0f1c76;operario;married;primario incompleto;1;0
9200;565d46cb-2f08-48c2-b9ff-f9cd752c0605;servicos;married;medio;1;0
9201;cf896bc1-3f76-4593-b599-0bc04c97f7d0;tecnico;single;profissionalizante;1;0
9202;375ea775-b902-40a5-a576-7614b7f96394;servicos;married;profissionalizante;1;0
9203;59186739-25fb-4005-9483-b5be0593e01f;gestão de empresa;married;graduacao;0;0
9204;bdb87172-edee-44e4-8407-f35bcfdba605;tecnico;married;medio;0;0
9205;fcdc746b-3b60-47f4-8ebd-990a20b1847e;tecnico;divorced;profissionalizante;1;0
9206;edc2846a-e848-4820-a73a-80a92d0b620b;operario;single;fundamental;0;0
9207;3b6f3ede-f1fe-436a-84db-ee8020275468;administrador;divorced;medio;0;0
9208;934ad9bd-fddb-4e1f-94af-d3b0405f0fae;aposentado;single;fundamental;0;0
9209;b2ba6b8e-8bd5-4841-a654-4da0adfee9fe;operario;married;fundamental;0;0
9210;dbf2648c-7b41-4296-8ffa-750416fe8d9d;estudante;single;graduacao;1;0
9211;2977a421-cecd-4aa8-a307-421d9faa5015;administrador;single;graduacao;0;0
9212;67f4d141-b5b7-40b1-b907-3ec3025ad1a7;administrador;married;medio;1;0
9213;c49def05-b22e-41ac-809e-a7e8686e7bcf;administrador;married;medio;0;1
9214;0fb43af0-8c2a-4b99-a4b4-18eb2b7d90ec;administrador;single;graduacao;1;0
9215;134b5755-8f66-4e64-ad93-91fb9beab987;desempregado;married;primario incompleto;0;0
9216;2925eff5-1f73-4583-9853-a73fc80a5dc8;administrador;married;graduacao;0;0
9217;5f7cf574-9b98-438d-afaa-37902df84ad5;servicos;married;medio;1;0
9218;8374828b-4599-4b07-a8ad-6f7e29ea999a;operario;married;profissionalizante;1;0
9219;d05fbd85-4a6c-4e18-a6eb-fc0d48b60c03;operario;married;primario incompleto;0;0
9220;8d343c4d-d300-46b0-ae38-654e21c210cb;operario;single;graduacao;1;0
9221;0239acc9-c446-4c5b-ac07-bb3bbaa84353;servicos;married;medio;0;1
9222;3c4b7a15-d889-4b15-a9af-82e62e951d53;operario;married;fundamental;1;0
9223;1eb8889a-5d1f-42b9-8e74-4f3d867b28df;tecnico;single;profissionalizante;1;0
9224;f08e6979-e182-4144-9109-63e11ad6554c;servicos;married;fundamental;1;0
9225;d28a3b97-b131-4f93-8612-ed9b734183e9;empreendedor;married;graduacao;1;0
9226;473dfaf0-432a-4fca-b78b-7951fd15861a;gestão de empresa;married;graduacao;1;0
9227;c878cc65-4446-4c4d-932f-9194f7c97870;desempregado;single;primario incompleto;1;1
9228;9e7e6af0-1e15-4367-8b24-b3b7483fb524;operario;married;primario incompleto;0;0
9229;ddb066b6-e366-437c-bebe-b44ef9b69746;servicos;married;medio;1;0
9230;c0f869a0-dd1a-4bd8-9a89-052dc8999caa;gestão de empresa;divorced;graduacao;1;0
9231;0017233a-2a83-41d8-8606-186305e5e9de;tecnico;married;graduacao;1;0
9232;6065e748-d70b-4dfa-95fd-057ae7e093e1;aposentado;married;graduacao;0;0
9233;846bb07a-5eb5-489f-b63d-1bab44088c86;tecnico;married;graduacao;1;0
9234;b15ad9c6-27ee-48b6-9521-d352381c0b73;administrador;married;fundamental;1;0
9235;84071f8e-88b5-4036-bf8e-8b99f3f1bf90;empreendedor;married;medio;1;0
9236;2baf9a06-84e9-4d81-9482-084402e34daf;servicos;married;medio;1;0
9237;d8b9902f-8c44-49a8-aa43-c5b011319dc1;administrador;married;fundamental;1;0
9238;ac175c7c-b8d2-4f5e-bdc7-e564621f4bf4;empreendedor;divorced;graduacao;1;0
9239;dc0bdd4e-b2b8-4233-9ed3-0234dcd9e7d4;empreendedor;married;graduacao;1;0
9240;4cf31074-ea7d-4443-a8a4-e80608b9a558;gestão de empresa;married;graduacao;1;0
9241;2d8e1129-ee70-4f11-8e3d-14fdc794e9fa;administrador;single;graduacao;0;0
9242;542f37ee-4c3d-4d0d-afab-bc304412959a;administrador;divorced;graduacao;1;0
9243;d00cd2a6-dd31-495b-b9e4-d71c5c9dcaf7;empreendedor;married;graduacao;1;0
9244;b045d4e9-1fd3-4a77-b155-627305d977e4;administrador;married;graduacao;0;0
9245;cdb8c998-190d-4e04-957c-ec362833f4ea;administrador;married;desconhecido;0;0
9246;0cabe615-e3e5-4670-b791-84435fb1cc47;operario;married;fundamental;0;0
9247;b2616c23-c20c-4352-915d-196ae099e4e1;administrador;married;fundamental;0;0
9248;b4408295-8b3d-4cdf-b100-cbb28bad2d67;servicos;single;medio;1;1
9249;16b25e10-1d1a-45ec-97bc-dbcdbcc9a418;administrador;single;graduacao;1;1
9250;2ab914e3-89dc-4dab-b63f-8c611f1587a7;gestão de empresa;married;medio;0;0
9251;2ae51b89-5171-4b41-aed2-ecbd8a28b5c8;administrador;married;graduacao;0;0
9252;3cfb61f8-17f5-48b3-962b-6d868c5af7ba;desempregado;married;medio;0;0
9253;b152e954-9194-4e39-a203-5d78cff44b88;administrador;single;graduacao;1;0
9254;e2c381e6-3bef-4b8a-9153-2e6653de0da3;tecnico;married;medio;1;0
9255;bf7672b9-0bb7-44e8-a21f-6ef951693cd3;servicos;married;medio;0;0
9256;3737a537-5673-46c1-b4e4-72010e94bc7a;tecnico;married;graduacao;1;0
9257;0b955742-d607-4305-baf3-a3ff8b11cb74;administrador;married;graduacao;1;1
9258;36f2b5f7-b3ad-47fa-8b0f-65fe66cb59e5;administrador;married;graduacao;0;0
9259;2613ba77-d007-4dcf-93e4-0861da421bff;gestão de empresa;married;primario incompleto;1;0
9260;c8eb6131-ff56-4f4a-b45e-5d9bfc13b28f;servicos;divorced;medio;0;1
9261;70cf78ca-f1f8-40ee-b8eb-5c5420136faa;operario;single;medio;0;0
9262;e3f8d93d-fecc-4196-aeb5-833d434169a6;gestão de empresa;married;desconhecido;0;0
9263;52ad3a9d-b3d1-42a1-b3d9-44120cb294f3;empreendedor;married;primario;0;1
9264;53ea22be-2fe8-445b-abc5-fff59b45112a;servicos;married;graduacao;0;0
9265;50a1330e-e44f-4d82-8126-17992dca7d77;operario;single;fundamental;0;1
9266;7749d747-c253-4b59-a156-7722fd8e3b30;empreendedor;married;graduacao;0;0
9267;462a2ff8-77c0-4295-8e41-b5e85e255b21;tecnico;married;profissionalizante;1;0
9268;965e5a1e-e002-439d-abb8-41815c19fb91;administrador;married;graduacao;1;0
9269;0cef5b54-5d06-421f-9495-b0bc78638626;aposentado;married;graduacao;1;0
9270;42ed3945-ea0c-44ba-bd5d-bce8e7df95b7;servicos;married;primario incompleto;1;0
9271;1ce94166-9af1-41a9-a603-e8bafbcf516f;tecnico;divorced;medio;unknown;unknown
9272;a2923a97-b926-40a3-9980-8964de548cf5;administrador;single;medio;0;0
9273;438f9b1b-8448-4091-b50b-6e447c53cf01;operario;married;fundamental;1;0
9274;bcf7891a-9e03-40fa-afec-480c79da4b47;desempregado;married;graduacao;0;0
9275;39509e55-59c3-4614-af18-ec1967f300b7;operario;single;primario incompleto;1;0
9276;e147acc5-362d-45fd-b672-d60cec629943;operario;married;primario incompleto;0;0
9277;0d9a8d87-241f-4fc3-bfca-a6528bc88389;tecnico;married;graduacao;1;0
9278;31a2ffb1-2147-4db6-b2af-4c2ab5545b67;empregada;married;medio;1;0
9279;7ae5cc57-4325-43f5-98a3-ef7754442a17;operario;married;primario incompleto;0;0
9280;83f79841-e673-4ef3-80c8-72a497574065;operario;married;fundamental;unknown;unknown
9281;808797c5-b80c-4800-ba26-27df5e265151;administrador;single;desconhecido;1;0
9282;37111bb6-a628-4db9-9ff6-bdd2f2c9379e;administrador;single;medio;1;0
9283;18e8b3fb-7cbe-46c9-944b-258c66a4d36c;administrador;married;graduacao;1;0
9284;3e999cec-3fbf-4619-8ffc-ff79c5bd74e0;servicos;married;fundamental;0;0
9285;99fc1e3f-3750-4c68-a28d-44acadb3b8a9;administrador;married;graduacao;0;0
9286;05c91d57-661f-4d27-a2cc-9aa10159b87c;tecnico;married;profissionalizante;1;0
9287;d88c47a0-e705-484b-a84a-cbf0189af3c2;operario;divorced;fundamental;0;0
9288;a80ab4de-09ed-46eb-a45d-1d099ccc397a;administrador;single;graduacao;1;0
9289;baa9c2a3-b8fe-46ea-9be1-8eee29987960;tecnico;single;medio;0;0
9290;c96192e8-cd0a-4f25-ba78-483ad11fd628;Autonomo;married;primario incompleto;0;0
9291;58499360-b8d3-4b95-b804-a2e3c0e5d9b2;tecnico;married;profissionalizante;1;0
9292;2421fb54-53d0-462e-9db2-0425d3f7fed9;tecnico;married;graduacao;1;0
9293;855009d2-7d1b-455b-a056-296ae7e71092;desempregado;married;medio;1;0
9294;87d468a6-0599-472f-8379-1e9d87570a96;tecnico;divorced;profissionalizante;0;0
9295;96ae8f39-9532-4687-88a6-e6f237e6596e;operario;married;fundamental;1;1
9296;1dde725d-adf5-49f0-88e6-0d17db43c077;servicos;married;medio;0;1
9297;13a20c4e-5db9-4a0f-aee5-42e061ba0f28;administrador;single;graduacao;1;0
9298;619d84f9-d04b-4629-8cff-cf851077680e;administrador;single;graduacao;0;0
9299;8a9c3811-aefe-45a6-b95b-da1ef521fa7d;empreendedor;married;graduacao;1;0
9300;55ee2ea3-c3cb-42da-9437-a5a60373a85d;tecnico;married;profissionalizante;0;0
9301;f5d04838-b433-4aed-870e-b485318b16e7;tecnico;single;medio;0;0
9302;545f393e-e2ae-4ffe-a404-8560649a2d90;administrador;single;graduacao;1;0
9303;748c3787-d166-40c9-809c-963a4fbcd42e;tecnico;single;profissionalizante;0;0
9304;7b3e1e9b-5857-4deb-85b4-b5962fede51c;servicos;divorced;medio;0;0
9305;0f5a3116-4f0f-4c32-99d3-5b4f2f4f69fd;operario;married;fundamental;1;0
9306;4e7d3c32-1a48-4dcb-a955-990e3e882752;servicos;divorced;fundamental;1;0
9307;f655ffb5-a07e-4867-961c-04fd10686a12;servicos;single;medio;0;0
9308;608457c6-f1f6-4e43-bda2-6595c80ae15f;gestão de empresa;married;graduacao;1;0
9309;68dfb54a-0645-42ac-a6a6-aab29262bd73;administrador;married;graduacao;1;0
9310;259cadd1-3e34-413a-a5a0-21e75fd09af7;empregada;married;primario incompleto;0;0
9311;6f573953-4505-4de3-beac-0f1ca030a1a8;administrador;married;graduacao;1;1
9312;1d56a6ca-59bf-4c30-a25e-f9cc3a243894;gestão de empresa;married;graduacao;0;1
9313;3de2d209-0cfc-45dd-b4ba-ed6faff43d7f;administrador;unknown;graduacao;1;0
9314;d182b5c7-bcb1-4b76-8c30-4df05dcf172e;administrador;divorced;medio;1;0
9315;779318ab-b63f-4635-a327-5387f80b28ca;tecnico;married;profissionalizante;0;1
9316;325ce48c-57be-48c3-b8c9-1ceca0ec804e;administrador;married;graduacao;1;1
9317;ecaa38bd-c7a5-4e72-b11e-8d368c57cb15;operario;married;medio;0;0
9318;e326f201-4820-4376-ad79-4cca507b006c;operario;married;primario;0;0
9319;ed12b69c-a901-4fb1-a5b4-622f72a8bd82;tecnico;married;profissionalizante;1;1
9320;09dedfc1-9e72-43b3-8694-f730df1dd48e;administrador;married;medio;1;0
9321;590e36d0-b8e5-4bfc-a332-716bbacbe351;tecnico;single;graduacao;1;0
9322;f809f4c7-f782-4757-8235-83f5b5fef58b;administrador;single;graduacao;0;0
9323;659bbfe6-d8a8-4da1-b3a1-7cc8b3a68d1d;operario;married;primario incompleto;1;0
9324;0eff13f9-c24e-4b8a-bf3b-94727f151270;operario;married;primario;0;0
9325;a8fde8ab-1540-4056-99f8-82e7cc1c2950;servicos;unknown;desconhecido;1;0
9326;c63859a1-09c2-451a-82f8-2255dc681314;servicos;married;fundamental;0;0
9327;84df3b34-5fe9-49ab-9ffe-94cad651a399;operario;married;fundamental;0;0
9328;82c0aa5a-7bba-4379-8ed4-bf561389de8f;tecnico;single;profissionalizante;0;0
9329;6d2e2af7-8ecd-47a5-b5cc-f9b78309f3ee;empregada;married;graduacao;1;0
9330;76c09948-b69a-4a3e-b0eb-386ebb9bd223;administrador;married;graduacao;0;0
9331;380b0eff-8038-4ba5-b20a-0a3ee7ed7103;tecnico;single;graduacao;1;0
9332;54251f39-90ec-48c0-9c45-b9aae8246893;servicos;single;graduacao;1;0
9333;bf1c1a6d-f8db-4784-9772-9af614188492;gestão de empresa;married;primario incompleto;0;0
9334;b0ac9625-1627-4a43-85ae-d9611c0add6f;operario;married;primario;0;0
9335;d8b3bf28-c20e-46c8-bff4-53cd370d2eb4;administrador;divorced;graduacao;1;0
9336;7b6e04c1-43e6-4478-b202-5939ca091cb0;tecnico;married;profissionalizante;0;0
9337;57d43ee0-db0d-4778-8b93-ebdf9003012b;tecnico;single;graduacao;1;1
9338;a8fc73f9-f112-42c8-ae2a-2ce4b6043954;servicos;married;medio;1;0
9339;1e51274d-7e3a-4a0d-9a01-473dfc22599a;administrador;single;medio;1;0
9340;c83b71ac-09d7-47d4-b54d-9c045e48eb40;empreendedor;divorced;medio;0;0
9341;38048df6-d50d-4b3b-96c0-7a72eeeefe8d;operario;single;primario incompleto;0;0
9342;c8f5f5f1-6434-48ff-a840-8c20ba65f1e0;administrador;divorced;graduacao;0;0
9343;a866b715-8103-4c69-8e1f-6f40b820c72d;operario;married;primario incompleto;1;0
9344;0386e698-73a0-4fab-8045-07bde944894b;operario;married;primario incompleto;0;0
9345;e673f280-6056-4959-a877-adf4ca7862cb;Autonomo;married;primario incompleto;0;0
9346;f42da24d-4c5e-4f2b-84d5-55921bac7193;tecnico;married;profissionalizante;1;0
9347;05561bb0-d853-4c39-b923-b140a8861339;tecnico;married;profissionalizante;0;0
9348;2b2b832e-7400-4c01-9e28-381cda865412;tecnico;divorced;graduacao;0;0
9349;539fef8b-ce57-4baa-b8f6-c10c61d3b0da;operario;married;fundamental;0;1
9350;82b5fb1f-bb94-40f2-a11f-8b98734eb1e0;estudante;single;fundamental;1;0
9351;9b3500bb-98f0-453a-9cb5-8d716c52a6e3;tecnico;single;profissionalizante;0;0
9352;4cf8ee62-0201-4c9a-ba34-c6e64ea301d8;gestão de empresa;married;fundamental;0;0
9353;8f8b2f61-5a5c-4f40-9d69-048ac3570c35;tecnico;married;profissionalizante;0;0
9354;95d42e25-5e55-4882-b466-d673c52026cd;operario;married;primario;1;0
9355;f04fe85d-58e0-47c8-b73e-4a40f94050bc;gestão de empresa;divorced;graduacao;1;0
9356;21eaf0ad-cbaf-4d86-8057-cef970c47ccd;desempregado;married;profissionalizante;0;0
9357;3afb0735-bc7f-4173-8f55-7bab882ac58f;administrador;married;graduacao;0;0
9358;c19dc49b-54c3-451d-846e-213fefa19be2;servicos;single;medio;0;0
9359;55549481-1aed-461e-8c15-f24fa9ee671f;servicos;married;medio;1;0
9360;9d60fc5f-3cea-4856-86a5-22deeb0cb76f;operario;divorced;fundamental;1;1
9361;a35e0b44-7e6e-4aa5-adb1-b300d88a40ea;administrador;divorced;graduacao;1;1
9362;4e710046-1175-46e4-b4af-3a5411b0fe0b;tecnico;married;profissionalizante;1;0
9363;11bc128e-f575-4e4e-8189-d03d21fc189c;administrador;married;medio;1;1
9364;d9a54f76-7e51-4ca0-9f53-a6380df82f7b;tecnico;married;profissionalizante;unknown;unknown
9365;04618d64-2554-4b9c-8b41-00d63de32733;tecnico;single;profissionalizante;1;0
9366;cf89f430-3dd0-4e69-8ef7-d09ab3532b1e;operario;married;fundamental;1;0
9367;6cc7070f-041d-4af9-a5f6-0695bfa4da4f;tecnico;divorced;desconhecido;0;0
9368;9060bc72-9bdd-40a0-beb3-a80e123ea382;administrador;single;desconhecido;unknown;unknown
9369;00cd64e0-8529-4e64-985c-7084ec8114a0;administrador;divorced;medio;1;1
9370;d46602f2-1777-4d8d-8547-c37fb07ab48b;servicos;married;medio;0;0
9371;0ac0cf7b-b213-4393-802b-bf7b490b8aa3;administrador;married;graduacao;1;0
9372;78563064-2bf0-4fdf-ad93-6d8a600ca1c5;administrador;married;medio;1;0
9373;946cbb0d-8859-4b11-8ad0-b52436fa4dfa;administrador;married;medio;0;0
9374;d41a6c6f-19e6-42a6-9d00-bd345a7f099a;administrador;married;medio;1;0
9375;f25f0b76-364c-4214-ac5e-411168e378c4;administrador;single;medio;0;0
9376;4c287ed8-027c-434a-879a-9a9df9c051a0;gestão de empresa;divorced;graduacao;0;0
9377;f097ba58-be64-4fa1-8341-4b2752bd4a5c;tecnico;married;primario incompleto;0;1
9378;73d5d319-05a8-46db-ba87-f61b3f615358;operario;single;graduacao;0;0
9379;04f4ae8f-2035-44d7-a122-0bd44b3d3cd7;operario;married;fundamental;0;0
9380;fe4538e4-e987-472b-8822-1ee528c550f5;gestão de empresa;married;graduacao;0;0
9381;538cc9c6-43f8-489f-ac2a-50819b494db1;gestão de empresa;married;medio;1;0
9382;f66fd942-bf25-4516-ae27-a279a3d4cf95;gestão de empresa;married;fundamental;1;0
9383;74dfb114-27ad-4b23-9a7c-1476920d1bf6;tecnico;single;graduacao;1;0
9384;33393890-70e4-424b-9d8f-fa9327644cac;operario;married;primario;0;1
9385;af98a4d5-f4c3-41cb-a2e1-8fdb0f19177b;empreendedor;married;graduacao;1;0
9386;413bc6f5-3dbf-4c1a-9824-ae10f924d0ff;operario;married;primario incompleto;1;0
9387;c56bc79c-cc2a-4dae-93ee-5c9c9d4605f6;tecnico;married;desconhecido;1;0
9388;01a1720a-ff40-4555-9ef3-92e6f75214a6;aposentado;married;profissionalizante;1;0
9389;039e978f-1861-44da-b159-a006e40bafdb;empreendedor;married;graduacao;0;0
9390;45e9790e-be59-4f50-a302-778809c09814;administrador;married;graduacao;1;0
9391;b8638a10-9c6b-4edd-a787-4fb1b2d318b3;tecnico;married;graduacao;1;0
9392;f0dfa8a5-97cb-4f13-a0b7-3e007bca3764;operario;single;fundamental;0;1
9393;2f32a7af-c337-4b89-9362-055dd0350e83;servicos;divorced;medio;0;0
9394;bc835a50-080f-4430-8af4-5af9d6ac4f25;operario;married;primario;0;0
9395;e1ed927c-8c00-4e68-8a15-6adf9807f1bf;tecnico;married;primario;1;0
9396;e5868995-48f2-446e-9e4e-35b9014bfe82;operario;married;fundamental;1;0
9397;7c4fc4d3-eb8e-4dbe-876e-741f9fdb0116;administrador;married;medio;1;1
9398;f5dbf885-832e-433d-bb4f-f92ab1a16a3d;estudante;single;graduacao;1;0
9399;fb21031d-b4c0-4f05-a4d6-002500f16e10;operario;married;primario;unknown;unknown
9400;e799c784-6be7-4cab-b90d-5bd03c813d08;operario;married;fundamental;1;0
9401;d8d5a8ed-369b-4615-914e-b951876fa9b0;operario;married;fundamental;0;0
9402;de931ccf-8730-4c47-a55c-9ede0eec297e;administrador;single;graduacao;1;0
9403;d7d42ea8-009c-4811-8135-866c13b53e4c;operario;married;fundamental;1;0
9404;ed80ab80-84c3-49c4-a324-63d1e2ce9f4f;servicos;married;medio;0;0
9405;a112c8ef-cbed-4c72-ad67-5be2cf9a4cec;administrador;married;graduacao;0;0
9406;4b543d64-2f7d-47f1-ad2c-33ddb264ad03;administrador;married;graduacao;1;1
9407;ae417bf9-fd68-4142-bd40-a5f47a69dd45;administrador;married;graduacao;1;0
9408;ec5684d7-f18b-46ff-a60b-cbe803e0c70b;estudante;single;desconhecido;0;0
9409;d07971cb-a260-4923-9b66-b403c1051cce;administrador;married;medio;1;0
9410;a4314470-7d0d-4eff-b9cd-2f3169a4fb8e;servicos;married;medio;0;0
9411;c49b9a31-4045-4db3-bb1c-24185165240f;tecnico;single;graduacao;0;1
9412;0bd9ee3d-b66c-4e59-8a1b-f03f3291cfa5;gestão de empresa;married;medio;0;0
9413;ccdb0521-a9b4-4a5e-933a-7876e00ed907;operario;married;fundamental;1;1
9414;59902fca-e57c-4556-a7a7-c75c1682ea11;empregada;divorced;fundamental;0;0
9415;7d5e3da0-880c-4380-ad14-7381036ed230;Autonomo;married;medio;0;0
9416;6f8c82ea-e27b-4de3-94ad-8396e03af636;gestão de empresa;single;graduacao;0;0
9417;6f460c9e-394b-4da8-8445-55a4a06a5de7;operario;married;fundamental;0;0
9418;d466a0ba-b34a-480c-832f-1b80fd1d88ef;administrador;married;graduacao;1;0
9419;6f701924-7f47-40d7-9370-bd4f86a7ea04;operario;married;fundamental;0;0
9420;d4971cf7-ce3b-4cae-a012-e8a29562a22c;administrador;married;fundamental;1;0
9421;b1178653-0727-4fc5-88ca-89c61f38a83b;Autonomo;married;fundamental;1;0
9422;18e004a8-ccf2-40c8-9e72-3c59118f698c;administrador;divorced;medio;1;0
9423;499cff4f-edef-4ba5-80ac-92d24a77f867;aposentado;married;primario incompleto;1;0
9424;5a5e7319-421b-4f11-af40-b0082db91ed2;empreendedor;married;profissionalizante;1;0
9425;fb49553f-5073-4da7-bf92-1e85019c62ad;operario;married;medio;1;0
9426;090d16a2-fc47-41ee-b366-d1d4e33ac1fa;administrador;married;medio;0;0
9427;668ba785-20f0-4a18-af5a-09dd3d8f5f80;administrador;single;graduacao;0;1
9428;564780cb-38e8-4c53-aba4-c045ee19e12b;administrador;single;medio;1;0
9429;64dc1c1a-0fb2-4a7c-9ad4-0f2938e4d29e;tecnico;married;desconhecido;0;1
9430;05b04032-b6f4-40a7-97b2-860888454294;tecnico;married;fundamental;0;0
9431;269577c2-1b52-4431-8c79-20fb050430c0;operario;married;primario incompleto;1;0
9432;393c8c18-4b37-47dd-8db9-428ac9bc9976;gestão de empresa;married;graduacao;0;0
